customer_id,signup_date,region,industry,company_size,plan_tier,contract_type,mrr,discount_pct,tenure_months,logins_last_30_days,last_login_days_ago,feature_adoption_pct,support_tickets_last_90d,avg_ticket_resolution_hrs,payment_failures_last_12mo,nps_score,csat_score,upsell_count,churn_flag,churn_date,churn_reason
CUST-101358,2026-04-05,North America,Financial Services,Small (1-50),Basic,Monthly,43.9,0.0,2,0,33,2.1,4,13.7,0,1,2.9,0,1,2026-04-30,Missing Features
CUST-101359,2024-10-03,North America,Manufacturing,Medium (51-500),Pro,Annual,142.31,15.4,20,4,30,22.9,2,23.1,0,7,3.7,1,0,,
CUST-101360,2026-06-05,Europe,Technology,Small (1-50),Enterprise,Monthly,454.55,0.0,0,15,27,24.2,2,29.8,1,6,3.0,0,1,2026-06-18,Missing Features
CUST-101361,2025-03-19,North America,Retail/E-commerce,Large (500+),Basic,Monthly,156.71,5.0,15,11,24,30.7,2,12.3,0,6,3.6,0,0,,
CUST-101362,2023-01-25,North America,Retail/E-commerce,Medium (51-500),Pro,Monthly,416.45,10.0,41,8,20,63.1,1,12.9,0,10,3.4,0,0,,
CUST-101363,2025-05-16,North America,Manufacturing,Small (1-50),Pro,Monthly,149.92,0.0,13,14,20,45.0,0,9.5,1,8,4.8,1,0,,
CUST-101364,2026-01-28,LATAM,Healthcare,Small (1-50),Pro,Annual,102.39,13.7,5,1,28,10.5,2,10.0,0,6,3.7,0,0,,
CUST-101365,2022-07-09,North America,Education,Medium (51-500),Basic,Annual,70.73,15.3,47,23,12,76.6,3,9.2,0,9,3.9,1,0,,
CUST-101366,2024-04-23,North America,Healthcare,Medium (51-500),Pro,Monthly,276.03,0.0,26,4,22,36.6,1,14.1,0,8,3.2,0,0,,
CUST-101367,2026-02-27,North America,Financial Services,Small (1-50),Enterprise,Annual,389.22,19.1,4,11,26,29.3,3,14.4,0,4,3.3,0,0,,
CUST-101368,2026-05-09,North America,Technology,Large (500+),Basic,Monthly,161.05,5.0,1,2,26,19.9,3,43.7,0,7,3.5,0,0,,
CUST-101369,2022-07-28,Europe,Manufacturing,Small (1-50),Basic,Annual,48.35,14.9,47,18,10,88.0,0,2.7,0,10,3.2,3,0,,
CUST-101370,2026-06-30,LATAM,Healthcare,Medium (51-500),Enterprise,Monthly,869.37,0.0,0,11,27,40.2,3,4.5,0,10,4.4,0,0,,
CUST-101371,2024-12-27,Europe,Healthcare,Small (1-50),Basic,Monthly,87.06,0.0,18,19,19,50.8,1,2.3,0,7,3.0,1,0,,
CUST-101372,2022-07-10,North America,Education,Small (1-50),Enterprise,Monthly,500.17,10.0,47,9,19,72.9,1,21.3,2,5,4.6,4,0,,
CUST-101373,2026-02-26,North America,Retail/E-commerce,Small (1-50),Pro,Monthly,148.8,10.0,4,22,21,55.9,1,11.7,0,10,4.1,1,0,,
CUST-101374,2023-01-15,North America,Retail/E-commerce,Small (1-50),Basic,Monthly,47.0,0.0,41,20,16,66.0,1,44.6,0,8,3.9,2,0,,
CUST-101375,2025-10-21,North America,Financial Services,Small (1-50),Enterprise,Monthly,435.76,0.0,8,5,27,22.9,1,20.1,0,8,3.8,2,0,,
CUST-101376,2026-02-17,APAC,Retail/E-commerce,Small (1-50),Basic,Monthly,49.07,10.0,4,10,32,37.2,1,19.1,1,6,3.2,1,0,,
CUST-101377,2026-05-30,Europe,Technology,Small (1-50),Pro,Monthly,112.87,10.0,1,3,28,20.5,5,20.7,0,6,3.3,0,0,,
CUST-101378,2025-04-30,North America,Education,Medium (51-500),Basic,Annual,71.65,10.8,14,10,22,43.4,0,19.7,1,10,4.2,0,0,,
CUST-101379,2024-11-23,North America,Education,Medium (51-500),Pro,Monthly,305.85,0.0,19,8,15,69.2,1,21.8,0,5,3.4,0,0,,
CUST-101380,2025-02-12,North America,Manufacturing,Small (1-50),Basic,Annual,55.28,19.8,16,27,24,56.8,0,22.3,1,7,3.8,1,0,,
CUST-101381,2025-04-25,APAC,Healthcare,Medium (51-500),Basic,Annual,53.48,19.8,14,11,21,47.7,1,27.8,0,10,3.4,2,0,,
CUST-101382,2025-03-26,North America,Retail/E-commerce,Small (1-50),Enterprise,Monthly,415.65,10.0,15,11,18,53.4,4,15.9,0,6,3.3,1,0,,
CUST-101383,2025-07-22,APAC,Retail/E-commerce,Small (1-50),Basic,Monthly,42.63,0.0,11,10,19,58.3,1,6.7,0,7,4.0,1,0,,
CUST-101384,2026-03-04,Europe,Financial Services,Medium (51-500),Pro,Annual,215.43,16.0,3,2,27,17.5,3,17.8,0,5,3.0,0,0,,
CUST-101385,2025-04-29,North America,Manufacturing,Medium (51-500),Basic,Monthly,80.52,5.0,14,21,19,72.5,1,15.3,1,10,4.2,2,0,,
CUST-101386,2023-08-30,LATAM,Retail/E-commerce,Small (1-50),Pro,Annual,97.66,11.1,34,6,13,73.5,0,18.0,0,10,4.2,3,0,,
CUST-101387,2026-06-25,North America,Education,Medium (51-500),Basic,Annual,75.02,13.2,0,8,25,38.8,0,5.7,1,8,4.9,0,0,,
CUST-101388,2022-07-08,North America,Retail/E-commerce,Small (1-50),Enterprise,Monthly,439.33,10.0,47,18,11,86.2,0,9.7,0,9,4.2,7,0,,
CUST-101389,2022-07-30,APAC,Retail/E-commerce,Medium (51-500),Pro,Monthly,264.31,0.0,47,17,8,99.5,2,25.3,0,8,3.9,1,0,,
CUST-101390,2026-02-02,North America,Education,Large (500+),Basic,Monthly,123.38,5.0,4,8,18,52.8,1,6.9,0,6,4.2,2,0,,
CUST-101391,2025-10-07,North America,Healthcare,Small (1-50),Basic,Annual,52.53,18.5,8,13,15,65.5,3,18.7,0,6,3.6,1,0,,
CUST-101392,2025-05-22,APAC,Technology,Medium (51-500),Basic,Annual,92.87,11.9,13,13,17,70.7,1,6.3,0,10,3.9,1,0,,
CUST-101393,2024-01-08,Europe,Manufacturing,Medium (51-500),Pro,Annual,182.4,13.1,29,19,19,60.0,1,20.0,0,8,4.2,0,0,,
CUST-101394,2026-05-06,North America,Education,Medium (51-500),Basic,Monthly,115.04,0.0,1,2,27,19.7,3,16.5,0,3,3.2,1,0,,
CUST-101395,2026-02-10,Europe,Education,Small (1-50),Pro,Monthly,120.1,10.0,4,6,24,35.5,2,15.0,0,8,3.0,1,0,,
CUST-101396,2025-01-16,APAC,Financial Services,Medium (51-500),Basic,Monthly,100.88,5.0,17,21,17,56.0,2,6.5,0,8,3.0,3,0,,
CUST-101397,2026-05-21,North America,Retail/E-commerce,Large (500+),Basic,Annual,176.73,14.0,1,11,26,31.4,1,65.5,0,5,4.0,0,0,,
CUST-101398,2023-07-21,Europe,Manufacturing,Small (1-50),Pro,Monthly,106.42,10.0,35,27,13,86.9,3,14.6,1,3,3.4,1,0,,
CUST-101399,2023-08-05,LATAM,Financial Services,Medium (51-500),Pro,Monthly,329.37,0.0,34,20,15,72.8,1,27.2,0,10,3.7,3,0,,
CUST-101400,2026-05-12,LATAM,Media/Entertainment,Large (500+),Basic,Annual,216.27,11.7,1,3,25,30.4,3,8.1,0,6,4.2,0,0,,
CUST-101401,2025-10-26,Europe,Technology,Medium (51-500),Basic,Monthly,73.81,0.0,8,5,24,28.4,1,58.8,0,5,3.1,0,0,,
CUST-101402,2025-07-29,North America,Media/Entertainment,Small (1-50),Basic,Monthly,70.48,0.0,11,9,25,35.3,1,34.5,1,9,4.0,1,1,2025-10-24,Missing Features
CUST-101403,2025-02-21,Europe,Retail/E-commerce,Small (1-50),Pro,Monthly,162.97,0.0,16,11,21,40.8,2,11.8,0,6,3.5,0,0,,
CUST-101404,2025-06-22,North America,Retail/E-commerce,Small (1-50),Pro,Monthly,124.05,0.0,12,6,25,35.5,0,22.2,1,8,4.1,2,0,,
CUST-101405,2026-06-20,Europe,Technology,Small (1-50),Pro,Annual,126.39,18.8,0,6,20,49.5,0,11.0,0,8,4.2,0,0,,
CUST-101406,2026-04-07,North America,Media/Entertainment,Small (1-50),Pro,Monthly,115.96,10.0,2,10,23,56.5,3,3.9,0,8,3.6,0,1,2026-04-23,Switched to Competitor
CUST-101407,2024-02-20,Europe,Technology,Small (1-50),Pro,Monthly,103.02,5.0,28,12,19,53.7,3,15.1,0,8,3.2,2,0,,
CUST-101408,2024-06-10,North America,Financial Services,Small (1-50),Pro,Monthly,152.62,0.0,24,8,21,47.7,0,1.3,0,7,3.9,0,0,,
CUST-101409,2026-06-26,LATAM,Retail/E-commerce,Small (1-50),Enterprise,Monthly,402.78,10.0,0,10,34,19.7,3,14.7,0,8,3.4,0,0,,
CUST-101410,2026-06-20,North America,Technology,Medium (51-500),Basic,Monthly,86.59,0.0,0,25,20,49.5,0,5.8,0,10,3.3,0,0,,
CUST-101411,2023-12-15,North America,Healthcare,Small (1-50),Basic,Monthly,52.88,0.0,30,17,21,44.5,1,27.7,0,10,2.7,0,0,,
CUST-101412,2025-11-06,APAC,Manufacturing,Small (1-50),Basic,Monthly,48.18,0.0,7,6,28,26.0,2,24.0,0,4,4.3,0,0,,
CUST-101413,2025-10-28,North America,Technology,Medium (51-500),Basic,Monthly,84.59,0.0,8,10,21,54.2,3,18.9,0,6,3.9,2,0,,
CUST-101414,2022-08-04,Europe,Financial Services,Medium (51-500),Pro,Annual,210.26,11.4,46,26,9,100.0,2,34.1,0,8,4.3,2,0,,
CUST-101415,2023-06-20,LATAM,Financial Services,Small (1-50),Enterprise,Monthly,409.6,0.0,36,20,18,70.8,2,10.5,0,8,4.8,0,0,,
CUST-101416,2025-11-27,Europe,Retail/E-commerce,Medium (51-500),Basic,Annual,54.52,18.7,7,1,27,13.7,0,11.7,0,6,3.8,0,0,,
CUST-101417,2024-05-13,Europe,Media/Entertainment,Small (1-50),Basic,Monthly,40.58,0.0,25,16,17,66.3,1,11.5,0,9,3.6,1,0,,
CUST-101418,2025-09-28,North America,Financial Services,Small (1-50),Pro,Monthly,168.45,10.0,9,12,23,54.8,0,8.4,1,10,4.2,1,0,,
CUST-101419,2025-10-25,Europe,Media/Entertainment,Medium (51-500),Enterprise,Annual,948.18,15.2,8,19,21,45.6,1,11.4,0,9,4.1,1,0,,
CUST-101420,2026-06-11,North America,Retail/E-commerce,Medium (51-500),Basic,Monthly,125.46,0.0,0,0,31,2.0,3,15.8,0,4,3.8,0,0,,
CUST-101421,2024-05-07,Europe,Technology,Small (1-50),Pro,Monthly,126.76,5.0,25,9,15,67.0,1,9.6,0,6,3.9,1,0,,
CUST-101422,2024-04-26,APAC,Financial Services,Medium (51-500),Basic,Monthly,136.68,0.0,26,6,19,54.8,0,1.5,0,7,3.8,0,0,,
CUST-101423,2024-07-18,Europe,Manufacturing,Medium (51-500),Basic,Monthly,87.31,0.0,23,8,19,48.0,4,10.1,0,7,4.2,1,0,,
CUST-101424,2022-07-20,LATAM,Retail/E-commerce,Large (500+),Enterprise,Monthly,1185.19,0.0,47,20,24,74.6,1,4.2,0,7,4.4,4,0,,
CUST-101425,2026-06-09,APAC,Technology,Small (1-50),Enterprise,Monthly,653.73,0.0,0,7,28,20.7,1,13.1,1,6,4.1,0,0,,
CUST-101426,2022-07-29,Europe,Education,Small (1-50),Basic,Annual,42.55,14.8,47,17,12,79.7,1,6.1,0,9,4.8,1,0,,
CUST-101427,2023-11-08,Europe,Technology,Medium (51-500),Enterprise,Annual,740.26,20.0,31,20,18,59.0,1,30.4,0,7,4.8,1,0,,
CUST-101428,2026-04-19,North America,Education,Medium (51-500),Pro,Annual,202.52,10.1,2,10,26,22.4,0,34.1,0,7,4.3,2,0,,
CUST-101429,2026-06-17,North America,Technology,Small (1-50),Enterprise,Monthly,481.92,5.0,0,13,24,41.1,5,10.3,0,5,3.1,1,0,,
CUST-101430,2026-06-15,North America,Financial Services,Small (1-50),Pro,Monthly,154.99,0.0,0,9,21,40.4,0,36.4,1,8,3.4,0,0,,
CUST-101431,2026-05-24,North America,Manufacturing,Medium (51-500),Pro,Annual,228.92,19.6,1,5,26,19.3,1,78.1,0,5,3.4,0,0,,
CUST-101432,2024-03-21,LATAM,Technology,Small (1-50),Pro,Monthly,138.53,0.0,27,18,15,72.0,1,24.3,0,6,4.2,1,0,,
CUST-101433,2025-11-15,North America,Manufacturing,Large (500+),Pro,Annual,444.86,11.4,7,8,25,35.8,3,38.4,0,8,3.7,0,0,,
CUST-101434,2025-03-25,Europe,Technology,Medium (51-500),Basic,Monthly,80.02,10.0,15,6,25,46.1,1,6.3,0,7,4.4,0,0,,
CUST-101435,2025-10-22,Europe,Healthcare,Medium (51-500),Basic,Monthly,91.65,5.0,8,21,17,58.7,2,16.5,0,9,4.6,0,0,,
CUST-101436,2025-05-12,Europe,Technology,Medium (51-500),Basic,Annual,78.74,13.8,13,13,22,60.3,2,19.5,0,5,3.9,1,0,,
CUST-101437,2026-01-03,Europe,Technology,Small (1-50),Pro,Annual,131.96,17.8,5,3,24,30.4,1,4.0,1,10,3.6,1,0,,
CUST-101438,2023-06-29,North America,Healthcare,Small (1-50),Basic,Annual,44.99,10.3,36,20,14,79.2,1,11.7,0,10,4.5,1,0,,
CUST-101439,2025-03-20,APAC,Financial Services,Medium (51-500),Pro,Annual,284.45,12.4,15,15,21,51.6,2,7.6,0,8,3.1,0,0,,
CUST-101440,2025-08-13,APAC,Retail/E-commerce,Small (1-50),Enterprise,Annual,599.47,12.7,10,3,26,30.7,3,4.2,0,4,3.9,0,1,2026-04-26,Poor Support Experience
CUST-101441,2026-01-12,Europe,Technology,Small (1-50),Basic,Monthly,46.37,0.0,5,8,26,44.4,0,1.4,0,6,3.7,0,0,,
CUST-101442,2026-01-04,APAC,Financial Services,Small (1-50),Pro,Annual,87.79,10.4,5,4,21,47.0,2,3.8,0,10,4.0,0,0,,
CUST-101443,2024-11-23,North America,Technology,Medium (51-500),Basic,Annual,84.8,14.6,19,6,22,38.2,4,18.3,0,6,3.4,0,0,,
CUST-101444,2025-10-04,North America,Retail/E-commerce,Small (1-50),Enterprise,Monthly,687.71,0.0,8,12,18,53.0,2,42.2,0,8,3.9,1,0,,
CUST-101445,2025-05-16,Europe,Financial Services,Small (1-50),Basic,Monthly,47.11,0.0,13,17,16,78.4,3,40.2,0,7,4.1,0,0,,
CUST-101446,2022-07-19,APAC,Media/Entertainment,Small (1-50),Pro,Annual,127.62,19.9,47,10,11,88.1,1,11.1,0,9,4.0,5,0,,
CUST-101447,2025-12-22,North America,Financial Services,Large (500+),Pro,Monthly,393.26,0.0,6,4,30,17.9,3,15.5,0,4,3.9,1,1,2026-02-01,Other
CUST-101448,2025-10-07,Europe,Technology,Large (500+),Enterprise,Monthly,1492.6,10.0,8,4,25,32.8,2,26.8,1,8,2.8,0,0,,
CUST-101449,2025-12-10,North America,Media/Entertainment,Small (1-50),Pro,Monthly,182.49,0.0,6,5,25,30.3,3,7.1,0,7,3.4,0,0,,
CUST-101450,2026-05-10,LATAM,Technology,Medium (51-500),Pro,Monthly,273.72,5.0,1,2,31,13.7,0,8.3,1,7,3.5,0,1,2026-06-04,Payment/Billing Issue
CUST-101451,2022-09-09,APAC,Healthcare,Small (1-50),Pro,Monthly,149.62,0.0,45,23,19,78.6,3,43.1,0,6,2.9,2,0,,
CUST-101452,2024-08-13,North America,Technology,Small (1-50),Enterprise,Annual,550.44,15.0,22,12,20,42.8,3,14.2,0,7,3.6,4,0,,
CUST-101453,2025-03-30,LATAM,Education,Small (1-50),Pro,Annual,108.9,13.7,15,5,22,42.9,1,23.0,0,8,2.9,0,0,,
CUST-101454,2026-06-14,North America,Retail/E-commerce,Small (1-50),Basic,Monthly,48.26,0.0,0,18,21,43.4,4,15.8,0,6,2.8,0,0,,
CUST-101455,2024-02-17,Europe,Retail/E-commerce,Large (500+),Enterprise,Annual,1333.5,10.8,28,12,15,79.7,0,6.8,0,9,4.4,1,0,,
CUST-101456,2026-05-18,North America,Education,Medium (51-500),Pro,Monthly,238.68,5.0,1,18,22,48.4,1,12.4,0,6,3.9,0,0,,
CUST-101457,2026-04-04,North America,Manufacturing,Small (1-50),Pro,Monthly,117.66,10.0,2,1,29,4.8,1,10.2,1,5,3.5,0,0,,
CUST-101458,2026-05-30,North America,Technology,Medium (51-500),Basic,Monthly,68.04,0.0,1,2,26,23.6,5,14.8,0,3,3.0,0,1,2026-06-25,Low Product Usage
CUST-101459,2026-04-28,North America,Retail/E-commerce,Medium (51-500),Pro,Annual,293.08,13.4,2,7,24,26.1,3,14.6,0,5,4.4,0,1,2026-05-30,Missing Features
CUST-101460,2025-02-27,LATAM,Technology,Small (1-50),Basic,Monthly,50.26,5.0,16,18,18,51.5,2,9.9,0,7,4.4,2,0,,
CUST-101461,2026-05-14,North America,Manufacturing,Small (1-50),Pro,Monthly,105.53,10.0,1,6,22,38.1,1,7.9,1,8,3.5,0,0,,
CUST-101462,2025-02-08,North America,Media/Entertainment,Medium (51-500),Basic,Monthly,78.55,10.0,16,8,21,49.1,0,31.8,1,10,4.2,0,0,,
CUST-101463,2024-07-20,Europe,Technology,Small (1-50),Pro,Annual,147.48,14.0,23,18,16,79.0,0,27.1,0,9,3.9,1,0,,
CUST-101464,2025-09-10,Europe,Retail/E-commerce,Large (500+),Enterprise,Annual,1895.88,13.3,9,15,23,36.4,3,10.8,0,3,3.1,1,0,,
CUST-101465,2025-02-10,LATAM,Retail/E-commerce,Small (1-50),Basic,Monthly,29.13,0.0,16,13,19,53.0,3,7.9,1,6,4.4,2,1,2025-06-15,Missing Features
CUST-101466,2025-12-09,Europe,Retail/E-commerce,Small (1-50),Enterprise,Monthly,591.3,0.0,6,10,26,20.1,4,22.5,0,6,3.8,0,1,2026-04-22,Poor Support Experience
CUST-101467,2024-08-08,APAC,Retail/E-commerce,Medium (51-500),Basic,Annual,57.77,11.9,22,14,16,66.1,0,34.9,0,7,3.6,1,0,,
CUST-101468,2022-07-13,North America,Financial Services,Small (1-50),Enterprise,Annual,579.6,10.3,47,13,10,93.2,0,16.2,0,10,4.6,1,0,,
CUST-101469,2025-12-20,North America,Technology,Small (1-50),Pro,Monthly,130.84,5.0,6,7,22,67.2,0,5.4,2,8,4.5,1,0,,
CUST-101470,2025-03-06,North America,Technology,Small (1-50),Pro,Annual,96.17,13.6,15,6,18,61.7,1,16.6,0,8,4.5,0,0,,
CUST-101471,2022-07-15,North America,Education,Small (1-50),Pro,Annual,147.7,18.4,47,14,9,100.0,0,5.1,0,10,4.7,2,0,,
CUST-101472,2026-06-13,North America,Manufacturing,Small (1-50),Enterprise,Monthly,355.69,5.0,0,14,36,42.1,7,15.3,1,4,3.1,0,0,,
CUST-101473,2026-01-12,Europe,Education,Medium (51-500),Basic,Monthly,118.09,0.0,5,6,33,23.7,4,13.0,1,6,1.9,0,0,,
CUST-101474,2026-04-17,North America,Healthcare,Medium (51-500),Basic,Monthly,95.5,5.0,2,11,23,45.9,6,11.2,0,6,2.8,1,0,,
CUST-101475,2025-03-24,LATAM,Media/Entertainment,Small (1-50),Pro,Annual,156.52,18.4,15,5,26,24.3,4,19.7,0,5,3.4,0,0,,
CUST-101476,2026-03-15,LATAM,Technology,Medium (51-500),Pro,Monthly,451.76,0.0,3,3,29,11.9,5,16.7,0,7,3.1,2,0,,
CUST-101477,2025-12-21,Europe,Retail/E-commerce,Large (500+),Pro,Monthly,453.89,0.0,6,9,25,22.2,4,8.9,0,4,3.4,0,0,,
CUST-101478,2025-09-19,Europe,Retail/E-commerce,Small (1-50),Pro,Annual,139.55,14.4,9,10,23,39.6,1,10.0,0,7,4.1,0,0,,
CUST-101479,2026-06-15,North America,Retail/E-commerce,Medium (51-500),Basic,Annual,77.46,14.7,0,0,30,4.1,3,18.9,0,6,3.0,0,0,,
CUST-101480,2026-01-30,North America,Education,Small (1-50),Pro,Monthly,166.01,10.0,5,8,26,27.5,3,21.8,1,3,3.7,0,0,,
CUST-101481,2026-02-22,LATAM,Retail/E-commerce,Small (1-50),Basic,Monthly,63.05,0.0,4,10,28,27.8,2,48.6,0,4,3.2,0,0,,
CUST-101482,2025-10-27,North America,Financial Services,Small (1-50),Pro,Monthly,141.79,0.0,8,10,14,69.2,0,8.9,1,9,4.0,1,0,,
CUST-101483,2022-07-10,North America,Healthcare,Small (1-50),Basic,Annual,34.66,19.3,47,17,10,93.1,0,27.0,0,8,3.7,3,0,,
CUST-101484,2022-07-19,North America,Manufacturing,Large (500+),Basic,Annual,149.37,15.6,47,15,17,81.7,0,27.2,0,8,4.1,1,0,,
CUST-101485,2026-03-18,Europe,Healthcare,Small (1-50),Basic,Monthly,37.11,10.0,3,0,32,2.0,2,18.0,1,8,3.1,1,0,,
CUST-101486,2024-10-19,North America,Retail/E-commerce,Small (1-50),Basic,Monthly,46.24,10.0,20,9,30,50.7,0,9.9,0,7,3.8,1,0,,
CUST-101487,2023-07-19,APAC,Healthcare,Small (1-50),Pro,Annual,121.34,14.6,35,24,8,99.4,1,24.7,0,9,4.1,1,0,,
CUST-101488,2025-07-25,North America,Financial Services,Small (1-50),Basic,Monthly,61.2,0.0,11,14,21,42.7,2,66.4,0,5,3.9,1,0,,
CUST-101489,2024-09-20,APAC,Financial Services,Small (1-50),Basic,Monthly,65.93,0.0,21,14,21,47.2,3,40.9,1,2,3.4,1,1,2025-07-29,Budget Cuts
CUST-101490,2025-10-13,LATAM,Retail/E-commerce,Small (1-50),Basic,Monthly,33.82,10.0,8,17,25,45.4,0,8.3,0,9,3.5,0,0,,
CUST-101491,2025-04-26,APAC,Technology,Small (1-50),Basic,Annual,28.49,15.5,14,4,19,52.0,3,13.6,0,8,3.9,0,1,2026-02-05,Switched to Competitor
CUST-101492,2025-09-27,Europe,Retail/E-commerce,Small (1-50),Basic,Monthly,57.04,10.0,9,7,26,28.7,1,10.6,1,7,3.5,1,0,,
CUST-101493,2026-01-18,North America,Retail/E-commerce,Small (1-50),Basic,Monthly,39.65,10.0,5,6,26,18.0,1,16.0,0,9,2.7,0,0,,
CUST-101494,2026-04-15,LATAM,Technology,Small (1-50),Pro,Monthly,175.11,5.0,2,8,21,70.0,2,22.7,0,8,3.6,0,0,,
CUST-101495,2026-01-10,APAC,Technology,Small (1-50),Pro,Annual,126.95,15.6,5,18,24,48.3,2,6.6,0,8,3.6,0,0,,
CUST-101496,2023-08-15,North America,Media/Entertainment,Small (1-50),Pro,Monthly,109.71,5.0,34,6,20,56.6,0,43.8,0,7,3.9,3,0,,
CUST-101497,2023-05-09,Europe,Technology,Small (1-50),Pro,Monthly,135.24,10.0,37,12,10,87.3,2,15.2,0,5,3.3,2,0,,
CUST-101498,2023-11-15,North America,Financial Services,Medium (51-500),Basic,Annual,78.52,16.2,31,20,15,80.5,2,16.7,0,7,4.5,1,0,,
CUST-101499,2026-01-03,Europe,Financial Services,Small (1-50),Enterprise,Annual,249.42,10.2,5,3,26,26.5,1,19.1,0,8,3.5,1,0,,
CUST-101500,2023-07-15,North America,Financial Services,Small (1-50),Pro,Annual,150.19,18.7,35,23,17,70.4,0,15.6,0,10,4.2,1,0,,
CUST-101501,2026-04-16,Europe,Technology,Medium (51-500),Pro,Monthly,338.08,10.0,2,9,27,28.4,1,10.2,0,7,3.0,0,0,,
CUST-101502,2023-11-14,Europe,Education,Large (500+),Basic,Annual,117.42,10.8,31,17,19,74.1,2,13.8,0,9,4.0,3,0,,
CUST-101503,2026-01-30,North America,Education,Small (1-50),Basic,Monthly,58.32,0.0,5,2,29,10.8,2,25.7,0,6,3.7,0,1,2026-06-20,Missing Features
CUST-101504,2025-02-15,LATAM,Media/Entertainment,Small (1-50),Basic,Monthly,44.93,10.0,16,21,23,57.6,0,7.1,1,7,3.7,0,0,,
CUST-101505,2024-08-22,APAC,Technology,Small (1-50),Basic,Monthly,52.75,0.0,22,20,16,61.7,2,9.9,0,6,3.4,4,0,,
CUST-101506,2026-05-14,Europe,Financial Services,Small (1-50),Pro,Monthly,142.34,0.0,1,19,20,44.5,2,7.3,0,10,3.9,0,0,,
CUST-101507,2026-01-30,APAC,Education,Small (1-50),Pro,Monthly,152.01,0.0,5,14,16,66.6,1,16.3,0,9,3.3,0,0,,
CUST-101508,2025-03-07,APAC,Technology,Medium (51-500),Pro,Monthly,224.16,0.0,15,12,24,44.0,4,23.4,0,7,3.9,0,0,,
CUST-101509,2025-04-25,Europe,Education,Small (1-50),Pro,Annual,152.08,14.2,14,17,20,50.2,1,7.6,0,8,3.7,1,0,,
CUST-101510,2023-08-07,North America,Technology,Medium (51-500),Pro,Monthly,309.5,5.0,34,20,17,70.5,2,23.6,0,9,4.0,3,0,,
CUST-101511,2025-02-03,Europe,Retail/E-commerce,Small (1-50),Pro,Monthly,225.51,0.0,16,19,23,52.2,1,6.0,0,3,3.8,0,0,,
CUST-101512,2026-03-13,APAC,Media/Entertainment,Medium (51-500),Enterprise,Monthly,919.72,0.0,3,8,21,47.4,0,19.2,1,7,3.9,0,0,,
CUST-101513,2024-06-19,Europe,Retail/E-commerce,Medium (51-500),Basic,Annual,72.71,17.8,24,1,23,39.2,1,33.1,0,9,3.1,2,0,,
CUST-101514,2022-07-29,Europe,Financial Services,Small (1-50),Basic,Monthly,45.51,10.0,47,21,18,56.1,3,19.4,0,7,3.7,4,0,,
CUST-101515,2025-02-07,LATAM,Retail/E-commerce,Medium (51-500),Basic,Monthly,164.92,0.0,16,4,23,35.8,0,17.4,0,9,3.5,0,0,,
CUST-101516,2025-08-23,North America,Technology,Small (1-50),Pro,Monthly,171.18,0.0,10,27,16,60.8,3,29.2,0,7,2.8,2,0,,
CUST-101517,2024-04-09,North America,Media/Entertainment,Small (1-50),Enterprise,Annual,611.67,12.1,26,10,18,61.6,1,5.3,0,8,3.7,3,0,,
CUST-101518,2025-09-05,APAC,Technology,Small (1-50),Basic,Monthly,35.07,0.0,9,13,16,62.6,0,13.9,0,6,4.4,1,0,,
CUST-101519,2026-04-09,North America,Technology,Small (1-50),Enterprise,Monthly,822.09,0.0,2,13,25,36.2,2,14.8,0,10,3.8,0,0,,
CUST-101520,2026-05-26,North America,Retail/E-commerce,Large (500+),Basic,Monthly,113.12,5.0,1,3,23,29.8,1,22.0,0,9,4.4,0,0,,
CUST-101521,2025-10-27,APAC,Financial Services,Medium (51-500),Enterprise,Annual,515.98,13.3,8,7,28,36.4,2,18.3,1,6,3.4,2,0,,
CUST-101522,2024-11-04,Europe,Technology,Medium (51-500),Basic,Monthly,141.8,0.0,19,12,23,38.9,3,25.0,0,6,4.4,1,0,,
CUST-101523,2024-11-07,Europe,Healthcare,Medium (51-500),Basic,Annual,96.42,11.7,19,24,19,56.0,2,14.8,0,6,3.1,3,0,,
CUST-101524,2025-06-09,Europe,Financial Services,Medium (51-500),Pro,Monthly,307.34,0.0,12,24,17,76.9,1,16.4,0,8,3.8,0,0,,
CUST-101525,2025-09-25,North America,Retail/E-commerce,Medium (51-500),Basic,Annual,85.33,14.1,9,6,19,49.4,1,19.9,0,7,5.0,0,0,,
CUST-101526,2025-01-11,Europe,Healthcare,Small (1-50),Basic,Monthly,59.34,5.0,17,16,26,40.8,1,2.4,0,9,4.5,0,0,,
CUST-101527,2022-07-21,Europe,Financial Services,Large (500+),Basic,Annual,167.16,17.7,47,13,16,66.5,5,50.8,0,7,2.8,3,0,,
CUST-101528,2026-01-25,North America,Manufacturing,Small (1-50),Pro,Monthly,148.95,5.0,5,18,18,60.2,0,15.1,2,8,4.6,2,0,,
CUST-101529,2025-05-18,APAC,Manufacturing,Small (1-50),Pro,Monthly,143.97,0.0,13,34,10,89.9,1,19.7,0,10,3.9,0,0,,
CUST-101530,2024-01-29,North America,Media/Entertainment,Medium (51-500),Basic,Monthly,91.26,5.0,29,28,13,78.2,1,14.1,0,9,4.0,1,0,,
CUST-101531,2026-02-18,North America,Technology,Small (1-50),Pro,Monthly,149.23,10.0,4,13,23,35.6,2,19.2,0,8,3.3,2,0,,
